"SARAH HANSON-YOUNG",2011-07-07,POLITICIAN,GREENS
"DAVID MARR",2011-07-07,JOURNALIST,
"NAJEEBA WAZEFADOST",2011-07-07,OTHER,
"PIERS AKERMAN",2011-07-07,JOURNALIST,
"JULIA GILLARD",2011-07-11,POLITICIAN,LABOR
"JOHN LENNOX",2011-07-18,SCIENTIST,
"JOHN SAFRAN",2011-07-18,"TV PERSONALITY",
"EVA COX",2011-07-18,OTHER,
"JACQUELINE GREY",2011-07-18,ACADEMIC,
"SUSAN CARLAND",2011-07-18,COMIC,
"LARA GIDDINGS",2011-07-25,POLITICIAN,LABOR
"ERIC ABETZ",2011-07-25,POLITICIAN,LIBERAL
"CHRISTINE MILNE",2011-07-25,POLITICIAN,GREENS
"PETER CUNDALL",2011-07-25,OTHER,
"GARRY BAILEY",2011-07-25,JOURNALIST,
"MELANIE KERRISON",2011-07-25,BUSINESSPERSON,
"TANYA PLIBERSEK",2011-08-01,POLITICIAN,LABOR
"PETER DUTTON",2011-08-01,POLITICIAN,LIBERAL
"CHRISTINE NIXON",2011-08-01,OTHER,
"HEATHER RIDOUT",2011-08-01,BUSINESSPERSON,
"BRENDAN O'NEILL",2011-08-01,JOURNALIST,
"STEPHEN MAYNE",2011-08-01,JOURNALIST,
"NONI HAZLEHURST",2011-08-08,ACTOR,
"GRAHAM RICHARDSON",2011-08-08,EX-POLITICIAN,LABOR
"MARK DREYFUS",2011-08-08,POLITICIAN,LABOR
"KELLY O'DWYER",2011-08-08,POLITICIAN,LIBERAL
"TOM SWITZER",2011-08-08,JOURNALIST,LIBERAL
"TONY BURKE",2011-08-15,POLITICIAN,LABOR
"MALCOLM TURNBULL",2011-08-15,POLITICIAN,LIBERAL
"DEBORAH CHEETHAM",2011-08-15,MUSICIAN,
"STELLA YOUNG",2011-08-15,COMIC,
"LACHLAN HARRIS",2011-08-15,OTHER,LABOR
"JACKIE KELLY",2011-08-15,EX-POLITICIAN,LIBERAL
"NICK MINCHIN",2011-08-22,POLITICIAN,LIBERAL
"HANIFA DEEN",2011-08-22,AUTHOR,
"DANIEL PIPES",2011-08-22,AUTHOR,
"DOUG CAMERON",2011-08-22,POLITICIAN,LABOR
"SUELETTE DREYFUS",2011-08-22,JOURNALIST,
"DON WATSON",2011-08-29,AUTHOR,
"KATE GRENVILLE",2011-08-29,AUTHOR,
"ANNA FUNDER",2011-08-29,AUTHOR,
"MALALAI JOYA",2011-08-29,OTHER,
"OMAR MUSA",2011-08-29,MUSICIAN,
"GREG COMBET",2011-09-05,POLITICIAN,LABOR
"SOPHIE MIRABELLA",2011-09-05,POLITICIAN,LIBERAL
"CLIVE PALMER",2011-09-05,BUSINESSPERSON,
"PAUL HOWES",2011-09-05,"UNION LEADER",
"JESSICA IRVINE",2011-09-05,JOURNALIST,
"GERMAINE GREER",2011-09-12,OTHER,
"BARNABY JOYCE",2011-09-12,POLITICIAN,NATIONAL
"PAUL BARRY",2011-09-12,BUSINESSPERSON,
"MELINDA TANKARD REIST",2011-09-12,AUTHOR,
"JOE HILDEBRAND",2011-09-12,JOURNALIST,
"KRISTINA KENEALLY",2011-09-19,POLITICIAN,LABOR
"RAIMOND GAITA",2011-09-19,ACADEMIC,
"CRISTINA RAD",2011-09-19,OTHER,
"JIM WALLACE",2011-09-19,OTHER,
"GERARD HENDERSON",2011-09-19,JOURNALIST,
"WILLIAM MCINNES",2011-09-26,ACTOR,
"ROB OAKESHOTT",2011-09-26,POLITICIAN,INDEPENDENT
"JANET ALBRECHTSEN",2011-09-26,JOURNALIST,
"MARK BUTLER",2011-09-26,POLITICIAN,LABOR
"HELEN COONAN",2011-09-26,EX-POLITICIAN,LIBERAL
"SLAVOJ ZIZEK",2011-10-03,ACADEMIC,
"KATE ADIE",2011-10-03,JOURNALIST,
"JON RONSON",2011-10-03,AUTHOR,
"MONA ELTAHAWY",2011-10-03,JOURNALIST,
"GREG SHERIDAN",2011-10-03,JOURNALIST,
"BILL SHORTEN",2011-10-10,POLITICIAN,LABOR
"JULIE BISHOP",2011-10-10,POLITICIAN,LIBERAL
"RICHARD FLANAGAN",2011-10-10,AUTHOR,
"RON MERKEL QC",2011-10-10,OTHER,
"CAROLINE OVERINGTON",2011-10-10,JOURNALIST,
"PAUL HENDERSON",2011-10-17,POLITICIAN,LABOR
"DAVID TOLLNER",2011-10-17,POLITICIAN,CLP
"ROSALIE KUNOTH-MONKS",2011-10-17,OTHER,
"FIONA O'LOUGHLIN",2011-10-17,COMIC,
"STUART BLANCH",2011-10-17,SCIENTIST,
"LUKE BOWEN",2011-10-17,BUSINESSPERSON,
"JOHN WATERS",2011-10-24,ARTIST,
"TANYA PLIBERSEK",2011-10-24,POLITICIAN,LABOR
"CHRISTOPHER PYNE",2011-10-24,POLITICIAN,LIBERAL
"KATE MILLER-HEIDKE",2011-10-24,MUSICIAN,
"GRAHAM RICHARDSON",2011-10-24,EX-POLITICIAN,LABOR
"JUDITH SLOAN",2011-10-24,ACADEMIC,
"ALLAN ASHER",2011-10-31,OTHER,
"RICHARD GILL",2011-10-31,MUSICIAN,
"ANNE SUMMERS",2011-10-31,AUTHOR,
"ANNE SUMMERS",2011-10-31,AUTHOR,
"TANVEER AHMED",2011-10-31,OTHER,
"REBECCA WEISSER",2011-10-31,JOURNALIST,
"MALCOLM TURNBULL",2011-11-07,POLITICIAN,LIBERAL
"JESSICA RUDD",2011-11-07,AUTHOR,
"RAY MARTIN",2011-11-07,JOURNALIST,
"KATE ELLIS",2011-11-07,POLITICIAN,LABOR
"PETER REITH",2011-11-07,EX-POLITICIAN,LIBERAL
"PENNY WONG",2012-02-06,POLITICIAN,LABOR
"JOE HOCKEY",2012-02-06,POLITICIAN,LIBERAL
"JUDITH SLOAN",2012-02-06,ACADEMIC,
"MIRIAM LYONS",2012-02-06,OTHER,
"JOE HILDEBRAND",2012-02-06,JOURNALIST,
"JENNY MCALLISTER",2012-02-13,OTHER,LABOR
"HELEN KROGER",2012-02-13,POLITICIAN,LIBERAL
"MIKEY ROBINS",2012-02-13,COMIC,
"ROBERT MANNE",2012-02-13,ACADEMIC,
"TIM WILSON",2012-02-13,OTHER,
"BILL SHORTEN",2012-02-20,POLITICIAN,LABOR
"JULIE BISHOP",2012-02-20,POLITICIAN,LIBERAL
"DANIEL HANNAN",2012-02-20,OTHER,
"EVA COX",2012-02-20,OTHER,
"ANNABEL CRABB",2012-02-20,JOURNALIST,
"CHRIS EVANS",2012-02-27,POLITICIAN,LABOR
"BARNABY JOYCE",2012-02-27,POLITICIAN,NATIONAL
"PETER BEATTIE",2012-02-27,EX-POLITICIAN,LABOR
"CHRISTINE MILNE",2012-02-27,POLITICIAN,GREENS
"JANET ALBRECHTSEN",2012-02-27,JOURNALIST,
"LACHLAN HARRIS",2012-02-27,OTHER,LABOR
"PAUL GRABOWSKY",2012-03-05,MUSICIAN,
"AMANDA VANSTONE",2012-03-05,EX-POLITICIAN,LIBERAL
"NATASHA STOTT DESPOJA",2012-03-05,EX-POLITICIAN,DEMOCRAT
"MARK STEYN",2012-03-05,AUTHOR,
"JIANYING ZHA",2012-03-05,AUTHOR,
"MICHAEL O'BRIEN",2012-03-12,BUSINESSPERSON,
"TANYA PLIBERSEK",2012-03-12,POLITICIAN,LABOR
"MALCOLM TURNBULL",2012-03-12,POLITICIAN,LIBERAL
"CLEMENTINE FORD",2012-03-12,AUTHOR,
"MICK GOODA",2012-03-12,OTHER,
"GERMAINE GREER",2012-03-19,OTHER,
"TOBY RALPH",2012-03-19,BUSINESSPERSON,
"BENJAMIN LAW",2012-03-19,AUTHOR,
"CHRISTA HUGHES",2012-03-19,MUSICIAN,
"CRAIG GROSS",2012-03-19,AUTHOR,
"CRAIG EMERSON",2012-03-26,POLITICIAN,LABOR
"GEORGE BRANDIS",2012-03-26,POLITICIAN,LIBERAL
"LARISSA WATERS",2012-03-26,POLITICIAN,GREENS
"GRAHAME MORRIS",2012-03-26,OTHER,LIBERAL
"LIBERTY SANGER",2012-03-26,BUSINESSPERSON,
"BRIAN RITCHIE",2012-04-02,ARTIST,
"NATASHA CICA",2012-04-02,OTHER,
"JULIE COLLINS",2012-04-02,POLITICIAN,LABOR
"ERIC ABETZ",2012-04-02,POLITICIAN,LIBERAL
"TERRY EDWARDS",2012-04-02,BUSINESSPERSON,
"ANDREW WILKIE",2012-04-02,POLITICIAN,INDEPENDENT
"CARDINAL GEORGE PELL",2012-04-09,CLERIC,
"RICHARD DAWKINS",2012-04-09,SCIENTIST,
"NICOLA ROXON",2012-04-16,POLITICIAN,LABOR
"CHRISTOPHER PYNE",2012-04-16,POLITICIAN,LIBERAL
"A.C. GRAYLING",2012-04-16,ACADEMIC,
"GEOFFREY ROBERTSON",2012-04-16,OTHER,
"LYDIA KHALIL",2012-04-16,ACADEMIC,
"BOB BROWN",2012-04-23,EX-POLITICIAN,GREENS
"REBECCA HUNTLEY",2012-04-26,AUTHOR,
"NICK MINCHIN",2012-04-26,POLITICIAN,LIBERAL
"ANNA ROSE",2012-04-26,OTHER,
"CLIVE PALMER",2012-04-26,BUSINESSPERSON,
"DR MEGAN CLARK",2012-04-26,SCIENTIST,
"MARK DREYFUS",2012-04-30,POLITICIAN,LABOR
"SOPHIE MIRABELLA",2012-04-30,POLITICIAN,LIBERAL
"VICTOR VICTOR",2012-04-30,OTHER,
"GED KEARNEY",2012-04-30,"UNION LEADER",
"PETER REITH",2012-04-30,EX-POLITICIAN,LIBERAL
"DIANA NGUYEN",2012-04-30,ACTOR,
"GRAHAM RICHARDSON",2012-05-07,EX-POLITICIAN,LABOR
"MARK BUTLER",2012-05-07,POLITICIAN,LABOR
"KELLY O'DWYER",2012-05-07,POLITICIAN,LIBERAL
"MARK BOURIS",2012-05-07,BUSINESSPERSON,
"KATE MILLER-HEIDKE",2012-05-07,MUSICIAN,
"PENNY WONG",2012-05-14,POLITICIAN,LABOR
"JOE HOCKEY",2012-05-14,POLITICIAN,LIBERAL
"TIM COSTELLO",2012-05-14,OTHER,
"JUDITH SLOAN",2012-05-14,ACADEMIC,
"STEPHEN MAYNE",2012-05-14,JOURNALIST,
"JEFFREY EUGENIDES",2012-05-21,AUTHOR,
"KATHY LETTE",2012-05-21,AUTHOR,
"GLENN CARLE",2012-05-21,AUTHOR,
"MASHA GESSEN",2012-05-21,JOURNALIST,
"GREG SHERIDAN",2012-05-21,JOURNALIST,
"BARRY HUMPHRIES",2012-05-28,COMIC,
"MIRIAM MARGOLYES",2012-05-28,ACTOR,
"JACKI WEAVER",2012-05-28,ACTOR,
"DAVID MARR",2012-05-28,JOURNALIST,
"JOHN HEWSON",2012-05-28,EX-POLITICIAN,LIBERAL
"SIMON CREAN",2012-06-04,POLITICIAN,LABOR
"BARNABY JOYCE",2012-06-04,POLITICIAN,NATIONAL
"CHRISTINE MILNE",2012-06-04,POLITICIAN,GREENS
"GEORGIE SOMERSET",2012-06-04,BUSINESSPERSON,
"JEREMY MAROU",2012-06-04,MUSICIAN,
"JULIA GILLARD",2012-06-11,POLITICIAN,LABOR
"LENNY HENRY",2012-06-18,COMIC,
"PRU GOWARD",2012-06-18,POLITICIAN,LIBERAL
"BRIAN SCHMIDT",2012-06-18,SCIENTIST,
"SUSAN RYAN",2012-06-18,EX-POLITICIAN,LABOR
"JOE HILDEBRAND",2012-06-18,JOURNALIST,
"TIM FREEDMAN",2012-06-25,MUSICIAN,
"KATE LUNDY",2012-06-25,POLITICIAN,LABOR
"GEORGE BRANDIS",2012-06-25,POLITICIAN,LIBERAL
"DR JOHN LEE",2012-06-25,ACADEMIC,
"LOUISE ADLER",2012-06-25,BUSINESSPERSON,
"GREG COMBET",2012-07-02,POLITICIAN,LABOR
"SOPHIE MIRABELLA",2012-07-02,POLITICIAN,LIBERAL
"SIMON SHEIKH",2012-07-02,OTHER,
"LENORE TAYLOR",2012-07-02,JOURNALIST,
"GRAHAME MORRIS",2012-07-02,OTHER,LIBERAL
"CHRIS BOWEN",2012-07-09,POLITICIAN,LABOR
"MALCOLM TURNBULL",2012-07-09,POLITICIAN,LIBERAL
"NAHJI CHU",2012-07-09,BUSINESSPERSON,
"THIERRY DE DUVE",2012-07-09,ACADEMIC,
"LIZ ANN MACGREGOR",2012-07-09,ARTIST,
"RICHARD FORD",2012-07-16,AUTHOR,
"JOEL FITZGIBBON",2012-07-16,POLITICIAN,LABOR
"GREG HUNT",2012-07-16,POLITICIAN,LIBERAL
"SARAH HANSON-YOUNG",2012-07-16,POLITICIAN,GREENS
"JENNIFER HEWETT",2012-07-16,JOURNALIST,
"PETER CRAVEN",2012-07-16,JOURNALIST,
"SIMON SHEIKH",2012-07-23,OTHER,
"NICOLA ROXON",2012-07-23,POLITICIAN,LABOR
"CHRISTOPHER PYNE",2012-07-23,POLITICIAN,LIBERAL
"MICHAEL SPENCE",2012-07-23,ACADEMIC,
"JANE CARO",2012-07-23,OTHER,
"SHANE GOULD",2012-07-30,SPORTSPERSON,
"LOUISE SAUVAGE",2012-07-30,SPORTSPERSON,
"DAVID POCOCK",2012-07-30,SPORTSPERSON,
"JOHN ALEXANDER",2012-07-30,POLITICIAN,LIBERAL
"MICHAEL O'LOUGHLIN",2012-07-30,SPORTSPERSON,
"KATIE NOONAN",2012-08-06,MUSICIAN,
"CRAIG EMERSON",2012-08-06,POLITICIAN,LABOR
"GEORGE BRANDIS",2012-08-06,POLITICIAN,LIBERAL
"BOB KATTER",2012-08-06,POLITICIAN,INDEPENDENT
"DEBBIE KILROY",2012-08-06,OTHER,
"PETER SINGER",2012-08-13,ACADEMIC,
"PHILLIP BLOND",2012-08-13,OTHER,
"DR CASSANDRA GOLDIE",2012-08-13,OTHER,
"MARK BUTLER",2012-08-13,POLITICIAN,LABOR
"PRU GOWARD",2012-08-13,POLITICIAN,LIBERAL
"GRAHAM RICHARDSON",2012-08-20,EX-POLITICIAN,LABOR
"DOUG CAMERON",2012-08-20,POLITICIAN,LABOR
"JANET ALBRECHTSEN",2012-08-20,JOURNALIST,
"SIMON BIRMINGHAM",2012-08-20,POLITICIAN,LIBERAL
"MANDY NOLAN",2012-08-20,COMIC,
"SIMON CALLOW",2012-08-27,ACTOR,
"GERMAINE GREER",2012-08-27,OTHER,
"ANTHONY APPIAH",2012-08-27,AUTHOR,
"SEFI ATTA",2012-08-27,AUTHOR,
"TONY BURKE",2012-09-03,POLITICIAN,LABOR
"TARA MOSS",2012-09-03,AUTHOR,
"ANGRY ANDERSON",2012-09-03,OTHER,
"FIONA NASH",2012-09-03,POLITICIAN,NATIONAL
"NITIN SAWHNEY",2012-09-03,MUSICIAN,
"PETER JENSEN",2012-09-10,CLERIC,
"CHRIS EVANS",2012-09-10,POLITICIAN,LABOR
"CONCETTA FIERRAVANTI-WELLS",2012-09-10,POLITICIAN,LIBERAL
"ANNA KRIEN",2012-09-10,AUTHOR,
"CATHERINE DEVENY",2012-09-10,JOURNALIST,
"CLOVER MOORE",2012-09-17,POLITICIAN,INDEPENDENT
"ROBYN DAVIDSON",2012-09-17,AUTHOR,
"ILAN PAPPE",2012-09-17,ACADEMIC,
"IRVING WALLACH",2012-09-17,OTHER,
"GREG SHERIDAN",2012-09-17,JOURNALIST,
"TANYA PLIBERSEK",2012-09-24,POLITICIAN,LABOR
"KELLY O'DWYER",2012-09-24,POLITICIAN,LIBERAL
"MARK CARNEGIE",2012-09-24,BUSINESSPERSON,
"ELLIOT PERLMAN",2012-09-24,AUTHOR,
"JASON SILVA",2012-09-24,OTHER,
"JANE BUSSMANN",2012-10-01,COMIC,
"SHIV MALIK",2012-10-01,JOURNALIST,
"JIANYING ZHA",2012-10-01,AUTHOR,
"JESSE BERING",2012-10-01,SCIENTIST,
"SIMON LAHAM",2012-10-01,SCIENTIST,
"KATE ELLIS",2012-10-08,POLITICIAN,LABOR
"CHRISTOPHER PYNE",2012-10-08,POLITICIAN,LIBERAL
"LINDSAY TANNER",2012-10-08,POLITICIAN,LABOR
"NILAJA SUN",2012-10-08,ARTIST,
"PIERS AKERMAN",2012-10-08,JOURNALIST,
"PAMELA STEPHENSON",2012-10-15,OTHER,
"BILL SHORTEN",2012-10-15,POLITICIAN,LABOR
"CHARLIE PICKERING",2012-10-15,COMIC,
"SOPHIE MIRABELLA",2012-10-15,POLITICIAN,LIBERAL
"CATHERINE FOX",2012-10-15,JOURNALIST,
"BILLY BRAGG",2012-10-22,MUSICIAN,
"PETER GARRETT",2012-10-22,POLITICIAN,LABOR
"AMANDA VANSTONE",2012-10-22,EX-POLITICIAN,LIBERAL
"SCOTT MORRISON",2012-10-22,POLITICIAN,LIBERAL
"JULIA BAIRD",2012-10-22,JOURNALIST,
"KATE LUNDY",2012-10-29,POLITICIAN,LABOR
"ERIC ABETZ",2012-10-29,POLITICIAN,LIBERAL
"ARCHIE ROACH",2012-10-29,MUSICIAN,
"SEKAI HOLLAND",2012-10-29,OTHER,
"GRAHAME MORRIS",2012-10-29,OTHER,LIBERAL
"COLIN BARNETT",2012-11-05,POLITICIAN,LIBERAL
"BOB BROWN",2012-11-05,EX-POLITICIAN,GREENS
"ALANNAH MACTIERNAN",2012-11-05,POLITICIAN,LABOR
"HANNAH MCGLADE",2012-11-05,OTHER,
"BOB CRONIN",2012-11-05,JOURNALIST,
"JUDITH SLOAN",2012-11-19,ACADEMIC,
"KEVIN RUDD",2012-11-19,POLITICIAN,LABOR
"MALCOLM TURNBULL",2012-11-19,POLITICIAN,LIBERAL
"HEATHER RIDOUT",2012-11-19,BUSINESSPERSON,
"PENNY WONG",2012-11-26,POLITICIAN,LABOR
"BARNABY JOYCE",2012-11-26,POLITICIAN,NATIONAL
"JONATHAN BIGGINS",2012-11-26,ACTOR,
"STELLA YOUNG",2012-11-26,COMIC,
"JANET ALBRECHTSEN",2012-11-26,JOURNALIST,
"CHRISTOPHER PYNE",2013-02-04,POLITICIAN,LIBERAL
"DAVID BRADBURY",2013-02-04,POLITICIAN,LIBERAL
"AMANDA VANSTONE",2013-02-04,EX-POLITICIAN,LIBERAL
"ANNE SUMMERS",2013-02-04,AUTHOR,
"TIM LEVINSON",2013-02-04,MUSICIAN,
"CHRIS EVANS",2013-02-11,POLITICIAN,LABOR
"GEORGE BRANDIS",2013-02-11,POLITICIAN,LIBERAL
"CORINNE GRANT",2013-02-11,"TV PERSONALITY",
"RACHEL BOTSMAN",2013-02-11,OTHER,
"JAMES PATERSON",2013-02-11,OTHER,
"TANYA PLIBERSEK",2013-02-18,POLITICIAN,LABOR
"GREG HUNT",2013-02-18,POLITICIAN,LIBERAL
"LAWRENCE KRAUSS",2013-02-18,SCIENTIST,
"DR JOHN DICKSON",2013-02-18,OTHER,
"DR CINDY PAN",2013-02-18,OTHER,
"JEFF BLEICH",2013-02-25,OTHER,
"BOB CARR",2013-02-25,POLITICIAN,LABOR
"MALCOLM TURNBULL",2013-02-25,POLITICIAN,LIBERAL
"AHDAF SOUEIF",2013-02-25,AUTHOR,
"EVA COX",2013-02-25,OTHER,
"BILL SHORTEN",2013-03-04,POLITICIAN,LABOR
"JULIE BISHOP",2013-03-04,POLITICIAN,LIBERAL
"CHRISTINE MILNE",2013-03-04,POLITICIAN,GREENS
"TIM FERGUSON",2013-03-04,COMIC,
"RUSLAN KOGAN",2013-03-04,BUSINESSPERSON,
"PETER GARRETT",2013-03-11,POLITICIAN,LABOR
"CHRISTOPHER PYNE",2013-03-11,POLITICIAN,LIBERAL
"DAVID FEENEY",2013-03-18,POLITICIAN,LABOR
"BARNABY JOYCE",2013-03-18,POLITICIAN,NATIONAL
"VIV BENJAMIN",2013-03-18,OTHER,
"ALANNAH MACTIERNAN",2013-03-18,POLITICIAN,LABOR
"JEREMY CORDEAUX",2013-03-18,BUSINESSPERSON,
"A.C. GRAYLING",2013-03-25,ACADEMIC,
"BRENDAN OCONNOR",2013-03-25,POLITICIAN,LABOR
"KELLY O'DWYER",2013-03-25,POLITICIAN,LIBERAL
"CHRISTINE NIXON",2013-03-25,OTHER,
"BRENDON GALE",2013-03-25,SPORTSPERSON,
"GEORGE MEGALOGENIS",2013-03-25,JOURNALIST,
"ARCHBISHOP MARK COLERIDGE",2013-04-01,CLERIC,
"DR MOHAMAD ABDALLA",2013-04-01,OTHER,
"ROBINA COURTIN",2013-04-01,CLERIC,
"JOSH THOMAS",2013-04-01,COMIC,
"DEBORAH CONWAY",2013-04-01,MUSICIAN,
"BROOKE MAGNANTI",2013-04-08,OTHER,
"GERMAINE GREER",2013-04-08,OTHER,
"MIA FREEDMAN",2013-04-08,JOURNALIST,
"DEBORAH CHEETHAM",2013-04-08,MUSICIAN,
"JANET ALBRECHTSEN",2013-04-08,JOURNALIST,
"DICK ADAMS",2013-04-15,POLITICIAN,LABOR
"SOPHIE MIRABELLA",2013-04-15,POLITICIAN,LIBERAL
"DAVID MARR",2013-04-15,JOURNALIST,
"JAN DAVIS",2013-04-15,BUSINESSPERSON,
"PETER WHISH-WILSON",2013-04-15,POLITICIAN,GREENS
"TANYA PLIBERSEK",2013-04-22,POLITICIAN,LABOR
"PETER DUTTON",2013-04-22,POLITICIAN,LIBERAL
"MARK BUTLER",2013-04-29,POLITICIAN,LABOR
"JAMIE BRIGGS",2013-04-29,POLITICIAN,LIBERAL
"SARAH HANSON-YOUNG",2013-04-29,POLITICIAN,GREENS
"ANDREA MASON",2013-04-29,OTHER,
"NICK CATER",2013-04-29,JOURNALIST,
"JULIA GILLARD",2013-05-06,POLITICIAN,LABOR
"CLIVE PALMER",2013-05-13,BUSINESSPERSON,
"GED KEARNEY",2013-05-13,"UNION LEADER",
"TIM NICHOLLS",2013-05-13,POLITICIAN,LNP
"LARISSA WATERS",2013-05-13,POLITICIAN,GREENS
"BOB KATTER",2013-05-13,POLITICIAN,INDEPENDENT
"RUBY WAX",2013-05-20,COMIC,
"FARAMERZ DABHOIWALA",2013-05-20,ACADEMIC,
"SYLVIA NASAR",2013-05-20,AUTHOR,
"WILLIAM DALRYMPLE",2013-05-20,AUTHOR,
"MIKE CARLTON",2013-05-20,JOURNALIST,
"LAWRENCE KRAUSS",2013-05-27,SCIENTIST,
"GENE ROBINSON",2013-05-27,CLERIC,
"FRED NILE",2013-05-27,CLERIC,
"AMANDA VANSTONE",2013-05-27,EX-POLITICIAN,LIBERAL
"SUSAN RYAN",2013-05-27,EX-POLITICIAN,LABOR
"MARTHA WAINWRIGHT",2013-06-03,MUSICIAN,
"BILL MCKIBBEN",2013-06-03,AUTHOR,
"MICHAEL STUTCHBURY",2013-06-03,JOURNALIST,
"LINDA BURNEY",2013-06-03,POLITICIAN,LABOR
"CORY BERNARDI",2013-06-03,POLITICIAN,LIBERAL
"BILL GATES",2013-05-28,OTHER,
"MARK LATHAM",2013-06-10,EX-POLITICIAN,LABOR
"MALCOLM TURNBULL",2013-06-10,POLITICIAN,LIBERAL
"CRAIG EMERSON",2013-06-10,POLITICIAN,LABOR
"JENNIFER HEWETT",2013-06-10,JOURNALIST,
"HAIFAA AL-MANSOUR",2013-06-10,ARTIST,
"KATE LUNDY",2013-06-17,POLITICIAN,LABOR
"BARNABY JOYCE",2013-06-17,POLITICIAN,NATIONAL
"PAUL KELLY",2013-06-17,JOURNALIST,
"ROBERT MANNE",2013-06-17,ACADEMIC,
"DR FIONA STANLEY",2013-06-17,SCIENTIST,
"ANNE SUMMERS",2013-06-24,AUTHOR,
"GEORGE BRANDIS",2013-06-24,POLITICIAN,LIBERAL
"GRAHAM RICHARDSON",2013-06-24,EX-POLITICIAN,LABOR
"MATT THISTLETHWAITE",2013-06-24,POLITICIAN,LABOR
"JUDITH SLOAN",2013-06-24,ACADEMIC,
